Trade number,Type,Date and time,Signal,Price USDT,Size (qty),Size (value),Net PnL USD,Net PnL %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %
2318,Exit long,2023-04-09 00:00,EXIT_LONG,90.45,165.81,14962.6944,34.84,0.23,49.77,0.33,-3.32,-0.02,49780.85,49.78
2318,Entry long,2023-04-08 20:45,BUY,90.24,165.81,14962.6944,34.84,0.23,49.77,0.33,-3.32,-0.02,49780.85,49.78
2319,Exit long,2023-04-09 04:30,EXIT_LONG,90.11,166.44,14967.9492,29.98,0.20,33.31,0.22,-114.92,-0.77,49810.82,49.81
2319,Entry long,2023-04-09 02:00,BUY,89.93,166.44,14967.9492,29.98,0.20,33.31,0.22,-114.92,-0.77,49810.82,49.81
2320,Exit long,2023-04-09 04:30,EXIT_LONG,90.11,166.39,14966.7805,26.64,0.18,26.64,0.18,-118.21,-0.79,49837.47,49.84
2320,Entry long,2023-04-09 02:30,BUY,89.95,166.39,14966.7805,26.64,0.18,26.64,0.18,-118.21,-0.79,49837.47,49.84
2321,Exit long,2023-04-09 04:30,EXIT_LONG,90.11,166.51,14967.5839,36.66,0.24,36.66,0.24,-108.3,-0.72,49874.12,49.87
2321,Entry long,2023-04-09 02:45,BUY,89.89,166.51,14967.5839,36.66,0.24,36.66,0.24,-108.3,-0.72,49874.12,49.87
2322,Exit long,2023-04-10 02:15,EXIT_LONG,89.63,167.29,14977.4737,16.74,0.11,43.52,0.29,-66.95,-0.45,49890.86,49.89
2322,Entry long,2023-04-09 22:30,BUY,89.53,167.29,14977.4737,16.74,0.11,43.52,0.29,-66.95,-0.45,49890.86,49.89
2323,Exit long,2023-04-10 02:15,EXIT_LONG,89.63,167.5,14977.85,35.19,0.23,62.01,0.41,-48.6,-0.32,49926.05,49.93
2323,Entry long,2023-04-09 22:45,BUY,89.42,167.5,14977.85,35.19,0.23,62.01,0.41,-48.6,-0.32,49926.05,49.93
2324,Exit long,2023-04-10 02:15,EXIT_LONG,89.63,167.48,14977.7364,33.51,0.22,60.32,0.40,-50.27,-0.34,49959.56,49.96
2324,Entry long,2023-04-09 23:00,BUY,89.43,167.48,14977.7364,33.51,0.22,60.32,0.40,-50.27,-0.34,49959.56,49.96
2325,Exit long,2023-04-12 08:15,EXIT_LONG,94.52,159.83,14987.2591,119.99,0.80,132.79,0.89,-8,-0.05,50079.55,50.08
2325,Entry long,2023-04-12 05:45,BUY,93.77,159.83,14987.2591,119.99,0.80,132.79,0.89,-8,-0.05,50079.55,50.08
2326,Exit long,2023-04-12 15:30,EXIT_LONG,92.25,161.16,14989.4916,-122.6,-0.82,14.52,0.10,-345.22,-2.30,49956.95,49.96
2326,Entry long,2023-04-12 10:00,BUY,93.01,161.16,14989.4916,-122.6,-0.82,14.52,0.10,-345.22,-2.30,49956.95,49.96
2327,Exit long,2023-04-12 15:30,EXIT_LONG,92.25,161.96,14982.9196,-42.15,-0.28,0,0.00,-265.87,-1.77,49914.8,49.91
2327,Entry long,2023-04-12 10:15,BUY,92.51,161.96,14982.9196,-42.15,-0.28,0,0.00,-265.87,-1.77,49914.8,49.91
2328,Exit long,2023-04-12 15:30,EXIT_LONG,92.25,163.17,14956.1622,96.36,0.64,106.16,0.71,-129.03,-0.86,50011.16,50.01
2328,Entry long,2023-04-12 10:30,BUY,91.66,163.17,14956.1622,96.36,0.64,106.16,0.71,-129.03,-0.86,50011.16,50.01
2329,Exit long,2023-04-12 20:45,EXIT_LONG,92.53,164.46,14985.5952,232.12,1.55,339.12,2.26,-23.05,-0.15,50243.28,50.24
2329,Entry long,2023-04-12 19:45,BUY,91.12,164.46,14985.5952,232.12,1.55,339.12,2.26,-23.05,-0.15,50243.28,50.24
2330,Exit long,2023-04-14 21:45,EXIT_LONG,96.75,156.92,15009.398,172.79,1.15,179.07,1.19,-4.71,-0.03,50416.07,50.42
2330,Entry long,2023-04-14 21:00,BUY,95.65,156.92,15009.398,172.79,1.15,179.07,1.19,-4.71,-0.03,50416.07,50.42
2331,Exit long,2023-04-15 02:15,EXIT_LONG,95.52,158,15028.96,63.27,0.42,68.01,0.45,-230.92,-1.53,50479.34,50.48
2331,Entry long,2023-04-14 23:30,BUY,95.12,158,15028.96,63.27,0.42,68.01,0.45,-230.92,-1.53,50479.34,50.48
2332,Exit long,2023-04-15 02:15,EXIT_LONG,95.52,158.96,15015.3616,168.67,1.12,173.45,1.15,-127.3,-0.85,50648.01,50.65
2332,Entry long,2023-04-14 23:45,BUY,94.46,158.96,15015.3616,168.67,1.12,173.45,1.15,-127.3,-0.85,50648.01,50.65
2333,Exit long,2023-04-15 02:15,EXIT_LONG,95.52,159.62,14997.8952,249.27,1.66,254.06,1.69,-39.95,-0.27,50897.28,50.90
2333,Entry long,2023-04-15 00:00,BUY,93.96,159.62,14997.8952,249.27,1.66,254.06,1.69,-39.95,-0.27,50897.28,50.90
2334,Exit long,2023-04-15 10:30,EXIT_LONG,95.86,159.1,15073.134,178.37,1.18,197.48,1.31,0,0.00,51075.65,51.08
2334,Entry long,2023-04-15 09:30,BUY,94.74,159.1,15073.134,178.37,1.18,197.48,1.31,0,0.00,51075.65,51.08
2335,Exit long,2023-04-16 12:45,EXIT_LONG,96.11,158.22,15094.188,112.43,0.74,164.69,1.09,-47.51,-0.31,51188.07,51.19
2335,Entry long,2023-04-16 09:15,BUY,95.4,158.22,15094.188,112.43,0.74,164.69,1.09,-47.51,-0.31,51188.07,51.19
2336,Exit long,2023-04-17 10:45,EXIT_LONG,99.53,152.99,15107.7625,119.43,0.79,120.96,0.80,-218.95,-1.45,51307.5,51.31
2336,Entry long,2023-04-17 08:30,BUY,98.75,152.99,15107.7625,119.43,0.79,120.96,0.80,-218.95,-1.45,51307.5,51.31
2337,Exit long,2023-04-17 10:45,EXIT_LONG,99.53,153.72,15099.9156,199.99,1.32,201.53,1.33,-140,-0.93,51507.5,51.51
2337,Entry long,2023-04-17 08:45,BUY,98.23,153.72,15099.9156,199.99,1.32,201.53,1.33,-140,-0.93,51507.5,51.51
2338,Exit long,2023-04-17 10:45,EXIT_LONG,99.53,154.18,15084.9712,260.77,1.73,262.31,1.74,-80.24,-0.53,51768.27,51.77
2338,Entry long,2023-04-17 09:00,BUY,97.84,154.18,15084.9712,260.77,1.73,262.31,1.74,-80.24,-0.53,51768.27,51.77
2339,Exit long,2023-04-19 04:30,EXIT_LONG,101.04,151.09,15167.9251,98.27,0.65,119.44,0.79,-3.02,-0.02,51866.54,51.87
2339,Entry long,2023-04-19 02:15,BUY,100.39,151.09,15167.9251,98.27,0.65,119.44,0.79,-3.02,-0.02,51866.54,51.87
2340,Exit long,2023-04-19 22:15,EXIT_LONG,95.46,151.83,15178.4451,-685.04,-4.51,75.95,0.50,-959.97,-6.32,51181.5,51.18
2340,Entry long,2023-04-19 15:30,BUY,99.97,151.83,15178.4451,-685.04,-4.51,75.95,0.50,-959.97,-6.32,51181.5,51.18
2341,Exit long,2023-04-19 22:15,EXIT_LONG,95.46,152.08,15177.584,-660.3,-4.35,101.94,0.67,-935.68,-6.16,50521.19,50.52
2341,Entry long,2023-04-19 15:45,BUY,99.8,152.08,15177.584,-660.3,-4.35,101.94,0.67,-935.68,-6.16,50521.19,50.52
2342,Exit long,2023-04-19 22:15,EXIT_LONG,95.46,151.92,15181.3656,-679.37,-4.47,82.07,0.54,-954.46,-6.28,49841.82,49.84
2342,Entry long,2023-04-19 16:00,BUY,99.93,151.92,15181.3656,-679.37,-4.47,82.07,0.54,-954.46,-6.28,49841.82,49.84
2343,Exit long,2023-04-20 06:15,EXIT_LONG,93.16,158.37,14978.6346,-224.98,-1.50,66.54,0.44,-551.36,-3.68,49616.84,49.62
2343,Entry long,2023-04-19 23:30,BUY,94.58,158.37,14978.6346,-224.98,-1.50,66.54,0.44,-551.36,-3.68,49616.84,49.62
2344,Exit long,2023-04-20 06:15,EXIT_LONG,93.16,158.89,14970.6158,-168.49,-1.13,57.22,0.38,-495.94,-3.31,49448.35,49.45
2344,Entry long,2023-04-20 00:00,BUY,94.22,158.89,14970.6158,-168.49,-1.13,57.22,0.38,-495.94,-3.31,49448.35,49.45
2345,Exit long,2023-04-20 06:15,EXIT_LONG,93.16,158.78,14976.1296,-184.26,-1.23,41.3,0.28,-511.49,-3.41,49264.09,49.26
2345,Entry long,2023-04-20 00:15,BUY,94.32,158.78,14976.1296,-184.26,-1.23,41.3,0.28,-511.49,-3.41,49264.09,49.26
2346,Exit long,2023-04-20 09:45,EXIT_LONG,91.13,167.39,14924.4924,329.9,2.21,336.6,2.25,-15.07,-0.10,49593.99,49.59
2346,Entry long,2023-04-20 07:30,BUY,89.16,167.39,14924.4924,329.9,2.21,336.6,2.25,-15.07,-0.10,49593.99,49.59
2347,Exit long,2023-04-20 20:30,EXIT_LONG,91.17,166.23,14954.0508,201.22,1.35,229.5,1.53,-11.64,-0.08,49795.21,49.80
2347,Entry long,2023-04-20 20:00,BUY,89.96,166.23,14954.0508,201.22,1.35,229.5,1.53,-11.64,-0.08,49795.21,49.80
2348,Exit long,2023-04-21 05:45,EXIT_LONG,88.89,166.99,14970.6535,-126.97,-0.85,115.27,0.77,-429.35,-2.87,49668.25,49.67
2348,Entry long,2023-04-20 23:45,BUY,89.65,166.99,14970.6535,-126.97,-0.85,115.27,0.77,-429.35,-2.87,49668.25,49.67
2349,Exit long,2023-04-21 05:45,EXIT_LONG,88.89,167.25,14972.22,-105.41,-0.70,137.2,0.92,-408.27,-2.73,49562.83,49.56
2349,Entry long,2023-04-21 00:15,BUY,89.52,167.25,14972.22,-105.41,-0.70,137.2,0.92,-408.27,-2.73,49562.83,49.56
2350,Exit long,2023-04-21 05:45,EXIT_LONG,88.89,167.91,14957.4228,-31.92,-0.21,60.47,0.40,-335.96,-2.25,49530.92,49.53
2350,Entry long,2023-04-21 01:00,BUY,89.08,167.91,14957.4228,-31.92,-0.21,60.47,0.40,-335.96,-2.25,49530.92,49.53
2351,Exit long,2023-04-22 07:30,EXIT_LONG,85.81,175.1,14950.038,75.3,0.50,110.32,0.74,-157.6,-1.05,49606.22,49.61
2351,Entry long,2023-04-22 03:15,BUY,85.38,175.1,14950.038,75.3,0.50,110.32,0.74,-157.6,-1.05,49606.22,49.61
2352,Exit long,2023-04-22 07:30,EXIT_LONG,85.81,175.19,14950.7146,82.34,0.55,117.38,0.79,-150.67,-1.01,49688.56,49.69
2352,Entry long,2023-04-22 03:30,BUY,85.34,175.19,14950.7146,82.34,0.55,117.38,0.79,-150.67,-1.01,49688.56,49.69
2353,Exit long,2023-04-23 11:30,EXIT_LONG,86.52,174.2,14967.264,104.53,0.70,106.27,0.71,-20.91,-0.14,49793.09,49.79
2353,Entry long,2023-04-23 08:45,BUY,85.92,174.2,14967.264,104.53,0.70,106.27,0.71,-20.91,-0.14,49793.09,49.79
2354,Exit long,2023-04-23 11:30,EXIT_LONG,86.52,174.15,14966.451,101.01,0.67,102.76,0.69,-24.38,-0.16,49894.1,49.89
2354,Entry long,2023-04-23 09:45,BUY,85.94,174.15,14966.451,101.01,0.67,102.76,0.69,-24.38,-0.16,49894.1,49.89
2355,Exit long,2023-04-24 00:45,EXIT_LONG,86.44,174.22,14988.1466,71.44,0.48,92.34,0.62,-160.29,-1.07,49965.54,49.97
2355,Entry long,2023-04-23 23:15,BUY,86.03,174.22,14988.1466,71.44,0.48,92.34,0.62,-160.29,-1.07,49965.54,49.97
2356,Exit long,2023-04-24 00:45,EXIT_LONG,86.44,174.66,14980.5882,117.03,0.78,137.99,0.92,-115.28,-0.77,50082.57,50.08
2356,Entry long,2023-04-23 23:30,BUY,85.77,174.66,14980.5882,117.03,0.78,137.99,0.92,-115.28,-0.77,50082.57,50.08
2357,Exit long,2023-04-24 00:45,EXIT_LONG,86.44,174.6,14985.918,106.51,0.71,127.47,0.85,-125.72,-0.84,50189.08,50.19
2357,Entry long,2023-04-23 23:45,BUY,85.83,174.6,14985.918,106.51,0.71,127.47,0.85,-125.72,-0.84,50189.08,50.19
2358,Exit long,2023-04-24 04:15,EXIT_LONG,86.07,176.32,15013.648,162.23,1.08,165.75,1.10,-183.39,-1.22,50351.31,50.35
2358,Entry long,2023-04-24 02:30,BUY,85.15,176.32,15013.648,162.23,1.08,165.75,1.10,-183.39,-1.22,50351.31,50.35
2359,Exit long,2023-04-24 04:15,EXIT_LONG,86.07,176.94,15013.359,215.88,1.44,219.42,1.46,-33.62,-0.22,50567.19,50.57
2359,Entry long,2023-04-24 03:00,BUY,84.85,176.94,15013.359,215.88,1.44,219.42,1.46,-33.62,-0.22,50567.19,50.57
2360,Exit long,2023-04-26 17:00,EXIT_LONG,90.76,167.05,15052.8755,108.59,0.72,143.68,0.95,-41.77,-0.28,50675.78,50.68
2360,Entry long,2023-04-26 15:45,BUY,90.11,167.05,15052.8755,108.59,0.72,143.68,0.95,-41.77,-0.28,50675.78,50.68
2361,Exit long,2023-04-26 17:00,EXIT_LONG,90.76,167.34,15050.5596,137.23,0.91,172.38,1.15,0,0.00,50813.02,50.81
2361,Entry long,2023-04-26 16:15,BUY,89.94,167.34,15050.5596,137.23,0.91,172.38,1.15,0,0.00,50813.02,50.81
2362,Exit long,2023-04-27 05:30,EXIT_LONG,88.17,167.92,15079.216,-273.74,-1.82,31.91,0.21,-938.78,-6.22,50539.27,50.54
2362,Entry long,2023-04-27 03:30,BUY,89.8,167.92,15079.216,-273.74,-1.82,31.91,0.21,-938.78,-6.22,50539.27,50.54
2363,Exit long,2023-04-27 05:30,EXIT_LONG,88.17,172.27,15039.171,149.89,1.00,155.06,1.03,-532.37,-3.54,50689.17,50.69
2363,Entry long,2023-04-27 03:45,BUY,87.3,172.27,15039.171,149.89,1.00,155.06,1.03,-532.37,-3.54,50689.17,50.69
2364,Exit long,2023-04-27 05:30,EXIT_LONG,88.17,173.83,15003.2673,323.36,2.16,328.57,2.19,-365.08,-2.43,51012.53,51.01
2364,Entry long,2023-04-27 04:00,BUY,86.31,173.83,15003.2673,323.36,2.16,328.57,2.19,-365.08,-2.43,51012.53,51.01
2365,Exit long,2023-04-28 22:30,EXIT_LONG,88.96,171.2,15096.416,133.58,0.88,179.82,1.19,-27.4,-0.18,51146.11,51.15
2365,Entry long,2023-04-28 21:45,BUY,88.18,171.2,15096.416,133.58,0.88,179.82,1.19,-27.4,-0.18,51146.11,51.15
2366,Exit long,2023-04-28 22:30,EXIT_LONG,88.96,171.26,15093.1438,142.19,0.94,188.45,1.25,-18.84,-0.12,51288.3,51.29
2366,Entry long,2023-04-28 22:00,BUY,88.13,171.26,15093.1438,142.19,0.94,188.45,1.25,-18.84,-0.12,51288.3,51.29
2367,Exit long,2023-04-30 12:45,EXIT_LONG,90.46,168.09,15119.6955,85.77,0.57,94.18,0.62,-10.09,-0.07,51374.07,51.37
2367,Entry long,2023-04-30 10:15,BUY,89.95,168.09,15119.6955,85.77,0.57,94.18,0.62,-10.09,-0.07,51374.07,51.37
2368,Exit long,2023-05-01 08:30,EXIT_LONG,88.82,168.77,15130.2305,-140.15,-0.93,11.82,0.08,-319.15,-2.11,51233.92,51.23
2368,Entry long,2023-05-01 03:15,BUY,89.65,168.77,15130.2305,-140.15,-0.93,11.82,0.08,-319.15,-2.11,51233.92,51.23
2369,Exit long,2023-05-01 08:30,EXIT_LONG,88.82,169.95,15118.752,-23.8,-0.16,22.11,0.15,-204.05,-1.35,51210.12,51.21
2369,Entry long,2023-05-01 03:30,BUY,88.96,169.95,15118.752,-23.8,-0.16,22.11,0.15,-204.05,-1.35,51210.12,51.21
2370,Exit long,2023-05-01 08:30,EXIT_LONG,88.82,169.76,15118.8256,-40.76,-0.27,5.1,0.03,-220.81,-1.46,51169.36,51.17
2370,Entry long,2023-05-01 03:45,BUY,89.06,169.76,15118.8256,-40.76,-0.27,5.1,0.03,-220.81,-1.46,51169.36,51.17
2371,Exit long,2023-05-01 12:45,EXIT_LONG,87.43,174.13,15111.0014,113.24,0.75,128.92,0.85,-118.47,-0.78,51282.59,51.28
2371,Entry long,2023-05-01 09:45,BUY,86.78,174.13,15111.0014,113.24,0.75,128.92,0.85,-118.47,-0.78,51282.59,51.28
2372,Exit long,2023-05-02 01:15,EXIT_LONG,86.94,174.26,15120.5402,29.64,0.20,69.74,0.46,-179.58,-1.19,51312.23,51.31
2372,Entry long,2023-05-01 23:30,BUY,86.77,174.26,15120.5402,29.64,0.20,69.74,0.46,-179.58,-1.19,51312.23,51.31
2373,Exit long,2023-05-02 01:15,EXIT_LONG,86.94,175.15,15110.1905,117.41,0.78,157.71,1.04,-92.87,-0.61,51429.64,51.43
2373,Entry long,2023-05-02 00:15,BUY,86.27,175.15,15110.1905,117.41,0.78,157.71,1.04,-92.87,-0.61,51429.64,51.43
2374,Exit long,2023-05-02 01:15,EXIT_LONG,86.94,175.53,15106.1118,154.54,1.02,194.93,1.29,0,0.00,51584.18,51.58
2374,Entry long,2023-05-02 00:30,BUY,86.06,175.53,15106.1118,154.54,1.02,194.93,1.29,0,0.00,51584.18,51.58
2375,Exit long,2023-05-03 13:00,EXIT_LONG,87.87,172.93,15152.1266,43.25,0.29,64.02,0.42,-74.4,-0.49,51627.44,51.63
2375,Entry long,2023-05-03 09:00,BUY,87.62,172.93,15152.1266,43.25,0.29,64.02,0.42,-74.4,-0.49,51627.44,51.63
2376,Exit long,2023-05-04 01:00,EXIT_LONG,86.36,173.18,15154.9818,-199.25,-1.31,24.26,0.16,-365.59,-2.41,51428.18,51.43
2376,Entry long,2023-05-03 20:00,BUY,87.51,173.18,15154.9818,-199.25,-1.31,24.26,0.16,-365.59,-2.41,51428.18,51.43
2377,Exit long,2023-05-04 01:00,EXIT_LONG,86.36,173.64,15150.09,-154.62,-1.02,69.49,0.46,-321.39,-2.12,51273.57,51.27
2377,Entry long,2023-05-03 20:15,BUY,87.25,173.64,15150.09,-154.62,-1.02,69.49,0.46,-321.39,-2.12,51273.57,51.27
2378,Exit long,2023-05-04 01:00,EXIT_LONG,86.36,173.64,15150.09,-154.62,-1.02,5.21,0.03,-321.39,-2.12,51118.95,51.12
2378,Entry long,2023-05-03 20:45,BUY,87.25,173.64,15150.09,-154.62,-1.02,5.21,0.03,-321.39,-2.12,51118.95,51.12
2379,Exit long,2023-05-05 00:30,EXIT_LONG,88.1,172.54,15105.877,94.92,0.63,100.1,0.66,-12.08,-0.08,51213.87,51.21
2379,Entry long,2023-05-04 21:45,BUY,87.55,172.54,15105.877,94.92,0.63,100.1,0.66,-12.08,-0.08,51213.87,51.21
2380,Exit long,2023-05-05 21:45,EXIT_LONG,87.81,173.26,15115.2024,98.8,0.65,104,0.69,-76.27,-0.50,51312.68,51.31
2380,Entry long,2023-05-05 20:45,BUY,87.24,173.26,15115.2024,98.8,0.65,104,0.69,-76.27,-0.50,51312.68,51.31
2381,Exit long,2023-05-05 21:45,EXIT_LONG,87.81,173.48,15108.3732,124.96,0.83,130.17,0.86,-50.33,-0.33,51437.64,51.44
2381,Entry long,2023-05-05 21:00,BUY,87.09,173.48,15108.3732,124.96,0.83,130.17,0.86,-50.33,-0.33,51437.64,51.44
2382,Exit long,2023-05-07 02:15,EXIT_LONG,83.38,172.34,15128.0052,-759.08,-5.01,0,0.00,-1245.59,-8.23,50678.56,50.68
2382,Entry long,2023-05-06 10:00,BUY,87.78,172.34,15128.0052,-759.08,-5.01,0,0.00,-1245.59,-8.23,50678.56,50.68
2383,Exit long,2023-05-07 02:15,EXIT_LONG,83.38,173.06,15118.5216,-689.5,-4.56,51.97,0.34,-1178.03,-7.78,49989.06,49.99
2383,Entry long,2023-05-06 10:15,BUY,87.36,173.06,15118.5216,-689.5,-4.56,51.97,0.34,-1178.03,-7.78,49989.06,49.99
2384,Exit long,2023-05-07 02:15,EXIT_LONG,83.38,173.38,15111.8008,-656.06,-4.34,86.78,0.57,-1145.5,-7.57,49333,49.33
2384,Entry long,2023-05-06 10:30,BUY,87.16,173.38,15111.8008,-656.06,-4.34,86.78,0.57,-1145.5,-7.57,49333,49.33
2385,Exit long,2023-05-08 14:30,EXIT_LONG,81.91,184.28,14906.4092,188.22,1.26,291.56,1.95,-149.47,-1.00,49521.23,49.52
2385,Entry long,2023-05-08 09:45,BUY,80.89,184.28,14906.4092,188.22,1.26,291.56,1.95,-149.47,-1.00,49521.23,49.52
2386,Exit long,2023-05-08 14:30,EXIT_LONG,81.91,183.44,14919.1752,106.54,0.71,209.41,1.40,-64.29,-0.43,49627.77,49.63
2386,Entry long,2023-05-08 10:00,BUY,81.33,183.44,14919.1752,106.54,0.71,209.41,1.40,-64.29,-0.43,49627.77,49.63
2387,Exit long,2023-05-08 18:00,EXIT_LONG,81.37,184.4,14943.776,60.94,0.41,70.17,0.47,-168.04,-1.12,49688.71,49.69
2387,Entry long,2023-05-08 16:00,BUY,81.04,184.4,14943.776,60.94,0.41,70.17,0.47,-168.04,-1.12,49688.71,49.69
2388,Exit long,2023-05-08 18:00,EXIT_LONG,81.37,184.64,14937.376,86.9,0.58,96.15,0.64,-142.37,-0.95,49775.61,49.78
2388,Entry long,2023-05-08 16:15,BUY,80.9,184.64,14937.376,86.9,0.58,96.15,0.64,-142.37,-0.95,49775.61,49.78
2389,Exit long,2023-05-08 18:00,EXIT_LONG,81.37,184.68,14938.7652,88.77,0.59,98.02,0.66,-140.55,-0.94,49864.38,49.86
2389,Entry long,2023-05-08 16:30,BUY,80.89,184.68,14938.7652,88.77,0.59,98.02,0.66,-140.55,-0.94,49864.38,49.86
2390,Exit long,2023-05-08 23:00,EXIT_LONG,81.25,185.86,14963.5886,137.73,0.92,161.92,1.08,-11.17,-0.07,50002.1,50.00
2390,Entry long,2023-05-08 22:15,BUY,80.51,185.86,14963.5886,137.73,0.92,161.92,1.08,-11.17,-0.07,50002.1,50.00
2391,Exit long,2023-05-09 07:00,EXIT_LONG,77.81,186.47,14982.8645,-474.29,-3.16,3.73,0.02,-961.65,-6.41,49527.82,49.53
2391,Entry long,2023-05-09 01:00,BUY,80.35,186.47,14982.8645,-474.29,-3.16,3.73,0.02,-961.65,-6.41,49527.82,49.53
2392,Exit long,2023-05-09 07:00,EXIT_LONG,77.81,187.35,14969.265,-392.1,-2.62,1.88,0.01,-881.76,-5.88,49135.72,49.14
2392,Entry long,2023-05-09 01:15,BUY,79.9,187.35,14969.265,-392.1,-2.62,1.88,0.01,-881.76,-5.88,49135.72,49.14
2393,Exit long,2023-05-09 07:00,EXIT_LONG,77.81,187.82,14961.7412,-347.95,-2.32,31.97,0.21,-838.83,-5.60,48787.77,48.79
2393,Entry long,2023-05-09 01:30,BUY,79.66,187.82,14961.7412,-347.95,-2.32,31.97,0.21,-838.83,-5.60,48787.77,48.79
2394,Exit long,2023-05-11 02:45,EXIT_LONG,80.37,189.09,14864.3649,332.98,2.24,338.65,2.28,-20.81,-0.14,49120.75,49.12
2394,Entry long,2023-05-11 01:30,BUY,78.61,189.09,14864.3649,332.98,2.24,338.65,2.28,-20.81,-0.14,49120.75,49.12
2395,Exit long,2023-05-11 02:45,EXIT_LONG,80.37,188.33,14878.07,258.15,1.73,263.8,1.77,-45.22,-0.30,49378.9,49.38
2395,Entry long,2023-05-11 01:45,BUY,79,188.33,14878.07,258.15,1.73,263.8,1.77,-45.22,-0.30,49378.9,49.38
2396,Exit long,2023-05-12 05:00,EXIT_LONG,79.97,189.08,14924.0844,196.8,1.32,213.83,1.43,-64.34,-0.43,49575.7,49.58
2396,Entry long,2023-05-12 01:30,BUY,78.93,189.08,14924.0844,196.8,1.32,213.83,1.43,-64.34,-0.43,49575.7,49.58
2397,Exit long,2023-05-12 05:00,EXIT_LONG,79.97,188.89,14924.1989,181.48,1.22,198.49,1.33,-79.4,-0.53,49757.17,49.76
2397,Entry long,2023-05-12 01:45,BUY,79.01,188.89,14924.1989,181.48,1.22,198.49,1.33,-79.4,-0.53,49757.17,49.76
2398,Exit long,2023-05-12 15:00,EXIT_LONG,78.94,191.22,14972.526,122.43,0.82,216.17,1.44,-122.43,-0.82,49879.61,49.88
2398,Entry long,2023-05-12 11:15,BUY,78.3,191.22,14972.526,122.43,0.82,216.17,1.44,-122.43,-0.82,49879.61,49.88
2399,Exit long,2023-05-12 15:00,EXIT_LONG,78.94,190.84,14969.4896,95.46,0.64,189.01,1.26,-148.92,-0.99,49975.07,49.98
2399,Entry long,2023-05-12 11:45,BUY,78.44,190.84,14969.4896,95.46,0.64,189.01,1.26,-148.92,-0.99,49975.07,49.98
2400,Exit long,2023-05-12 15:00,EXIT_LONG,78.94,191.73,14953.0227,182.22,1.22,276.21,1.85,-63.3,-0.42,50157.29,50.16
2400,Entry long,2023-05-12 12:00,BUY,77.99,191.73,14953.0227,182.22,1.22,276.21,1.85,-63.3,-0.42,50157.29,50.16
2401,Exit long,2023-05-17 17:15,EXIT_LONG,92.35,165.18,15011.5584,242.85,1.62,251.11,1.67,-6.61,-0.04,50400.14,50.40
2401,Entry long,2023-05-17 16:30,BUY,90.88,165.18,15011.5584,242.85,1.62,251.11,1.67,-6.61,-0.04,50400.14,50.40
2402,Exit long,2023-05-18 18:15,EXIT_LONG,93.08,162.18,15037.3296,58.39,0.39,110.29,0.73,-56.77,-0.38,50458.52,50.46
2402,Entry long,2023-05-18 14:15,BUY,92.72,162.18,15037.3296,58.39,0.39,110.29,0.73,-56.77,-0.38,50458.52,50.46
2403,Exit long,2023-05-19 00:45,EXIT_LONG,92.35,163.15,15045.693,21.21,0.14,60.37,0.40,-168.06,-1.12,50479.73,50.48
2403,Entry long,2023-05-18 21:00,BUY,92.22,163.15,15045.693,21.21,0.14,60.37,0.40,-168.06,-1.12,50479.73,50.48
2404,Exit long,2023-05-19 00:45,EXIT_LONG,92.35,163.71,15038.4006,80.22,0.53,119.52,0.79,-109.69,-0.73,50559.96,50.56
2404,Entry long,2023-05-18 21:15,BUY,91.86,163.71,15038.4006,80.22,0.53,119.52,0.79,-109.69,-0.73,50559.96,50.56
2405,Exit long,2023-05-19 00:45,EXIT_LONG,92.35,163.45,15043.938,50.67,0.34,89.9,0.60,-138.94,-0.92,50610.63,50.61
2405,Entry long,2023-05-18 21:30,BUY,92.04,163.45,15043.938,50.67,0.34,89.9,0.60,-138.94,-0.92,50610.63,50.61
2406,Exit long,2023-05-19 05:15,EXIT_LONG,90.72,167.31,15056.2269,122.14,0.81,127.16,0.84,-140.55,-0.93,50732.78,50.73
2406,Entry long,2023-05-19 02:00,BUY,89.99,167.31,15056.2269,122.14,0.81,127.16,0.84,-140.55,-0.93,50732.78,50.73
2407,Exit long,2023-05-19 05:15,EXIT_LONG,90.72,167.36,15057.3792,125.53,0.83,130.55,0.87,-137.24,-0.91,50858.31,50.86
2407,Entry long,2023-05-19 02:15,BUY,89.97,167.36,15057.3792,125.53,0.83,130.55,0.87,-137.24,-0.91,50858.31,50.86
2408,Exit long,2023-05-19 05:15,EXIT_LONG,90.72,167.14,15065.9996,96.95,0.64,101.96,0.68,-68.53,-0.45,50955.25,50.96
2408,Entry long,2023-05-19 02:30,BUY,90.14,167.14,15065.9996,96.95,0.64,101.96,0.68,-68.53,-0.45,50955.25,50.96
2409,Exit long,2023-05-20 10:00,EXIT_LONG,91.35,165.94,15090.5836,68.05,0.45,73.03,0.48,-26.56,-0.18,51023.3,51.02
2409,Entry long,2023-05-20 08:45,BUY,90.94,165.94,15090.5836,68.05,0.45,73.03,0.48,-26.56,-0.18,51023.3,51.02
2410,Exit long,2023-05-20 10:00,EXIT_LONG,91.35,165.94,15090.5836,68.05,0.45,73.03,0.48,-14.94,-0.10,51091.35,51.09
2410,Entry long,2023-05-20 09:00,BUY,90.94,165.94,15090.5836,68.05,0.45,73.03,0.48,-14.94,-0.10,51091.35,51.09
