Trade number,Type,Date and time,Signal,Price USDT,Size (qty),Size (value),Net PnL USD,Net PnL %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %
2225,Entry long,2023-03-06 03:45,BUY,90.1,166.21,14975.521,54.85,0.37,54.85,0.37,-16.62,-0.11,49884.38,49.88
2226,Exit long,2023-03-06 21:45,EXIT_LONG,87.92,169.19,14988.5421,-113.36,-0.76,108.28,0.72,-370.52,-2.47,49771.02,49.77
2226,Entry long,2023-03-06 10:15,BUY,88.59,169.19,14988.5421,-113.36,-0.76,108.28,0.72,-370.52,-2.47,49771.02,49.77
2227,Exit long,2023-03-06 21:45,EXIT_LONG,87.92,169.13,14984.918,-115.01,-0.77,106.55,0.71,-372.08,-2.48,49656.02,49.66
2227,Entry long,2023-03-06 10:30,BUY,88.6,169.13,14984.918,-115.01,-0.77,106.55,0.71,-372.08,-2.48,49656.02,49.66
2228,Exit long,2023-03-06 21:45,EXIT_LONG,87.92,169.61,14978.2591,-66.15,-0.44,76.32,0.51,-323.95,-2.16,49589.87,49.59
2228,Entry long,2023-03-06 13:15,BUY,88.31,169.61,14978.2591,-66.15,-0.44,76.32,0.51,-323.95,-2.16,49589.87,49.59
2229,Exit long,2023-03-07 08:15,EXIT_LONG,87.58,171.21,14958.6177,35.95,0.24,85.6,0.57,-71.91,-0.48,49625.82,49.63
2229,Entry long,2023-03-07 05:00,BUY,87.37,171.21,14958.6177,35.95,0.24,85.6,0.57,-71.91,-0.48,49625.82,49.63
2230,Exit long,2023-03-07 08:15,EXIT_LONG,87.58,171.28,14959.5952,41.11,0.27,90.78,0.61,-66.8,-0.45,49666.93,49.67
2230,Entry long,2023-03-07 05:15,BUY,87.34,171.28,14959.5952,41.11,0.27,90.78,0.61,-66.8,-0.45,49666.93,49.67
2231,Exit long,2023-03-07 23:30,EXIT_LONG,85.75,171.65,14967.88,-248.89,-1.66,12.02,0.08,-549.27,-3.67,49418.04,49.42
2231,Entry long,2023-03-07 17:30,BUY,87.2,171.65,14967.88,-248.89,-1.66,12.02,0.08,-549.27,-3.67,49418.04,49.42
2232,Exit long,2023-03-07 23:30,EXIT_LONG,85.75,173.05,14953.2505,-114.21,-0.76,62.3,0.42,-417.04,-2.79,49303.83,49.30
2232,Entry long,2023-03-07 17:45,BUY,86.41,173.05,14953.2505,-114.21,-0.76,62.3,0.42,-417.04,-2.79,49303.83,49.30
2233,Exit long,2023-03-07 23:30,EXIT_LONG,85.75,173.3,14945.392,-84.92,-0.57,91.85,0.61,-388.18,-2.60,49218.91,49.22
2233,Entry long,2023-03-07 18:00,BUY,86.24,173.3,14945.392,-84.92,-0.57,91.85,0.61,-388.18,-2.60,49218.91,49.22
2234,Exit long,2023-03-08 17:15,EXIT_LONG,85.05,176.23,14921.3941,66.97,0.45,102.21,0.69,-82.83,-0.56,49285.88,49.29
2234,Entry long,2023-03-08 13:45,BUY,84.67,176.23,14921.3941,66.97,0.45,102.21,0.69,-82.83,-0.56,49285.88,49.29
2235,Exit long,2023-03-08 17:15,EXIT_LONG,85.05,176.08,14919.2584,56.35,0.38,91.56,0.61,-93.32,-0.63,49342.23,49.34
2235,Entry long,2023-03-08 14:00,BUY,84.73,176.08,14919.2584,56.35,0.38,91.56,0.61,-93.32,-0.63,49342.23,49.34
2236,Exit long,2023-03-08 23:15,EXIT_LONG,84.27,178.7,14933.959,125.09,0.84,137.6,0.92,-160.83,-1.08,49467.32,49.47
2236,Entry long,2023-03-08 22:15,BUY,83.57,178.7,14933.959,125.09,0.84,137.6,0.92,-160.83,-1.08,49467.32,49.47
2237,Exit long,2023-03-08 23:15,EXIT_LONG,84.27,179.03,14934.6826,152.18,1.02,164.71,1.10,-134.27,-0.90,49619.5,49.62
2237,Entry long,2023-03-08 22:30,BUY,83.42,179.03,14934.6826,152.18,1.02,164.71,1.10,-134.27,-0.90,49619.5,49.62
2238,Exit long,2023-03-08 23:15,EXIT_LONG,84.27,179.75,14913.8575,233.68,1.57,246.26,1.65,-53.92,-0.36,49853.17,49.85
2238,Entry long,2023-03-08 22:45,BUY,82.97,179.75,14913.8575,233.68,1.57,246.26,1.65,-53.92,-0.36,49853.17,49.85
2239,Exit long,2023-03-09 05:00,EXIT_LONG,83.88,181.2,14985.24,213.82,1.43,226.5,1.51,-1.81,-0.01,50066.98,50.07
2239,Entry long,2023-03-09 02:45,BUY,82.7,181.2,14985.24,213.82,1.43,226.5,1.51,-1.81,-0.01,50066.98,50.07
2240,Exit long,2023-03-09 07:45,EXIT_LONG,82.99,182.18,15006.1666,112.95,0.75,162.14,1.08,-194.93,-1.30,50179.94,50.18
2240,Entry long,2023-03-09 06:45,BUY,82.37,182.18,15006.1666,112.95,0.75,162.14,1.08,-194.93,-1.30,50179.94,50.18
2241,Exit long,2023-03-10 11:30,EXIT_LONG,75.65,181.67,15018.6589,-1275.34,-8.49,29.06,0.19,-1635.05,-10.89,48904.6,48.90
2241,Entry long,2023-03-10 02:15,BUY,82.67,181.67,15018.6589,-1275.34,-8.49,29.06,0.19,-1635.05,-10.89,48904.6,48.90
2242,Exit long,2023-03-10 11:30,EXIT_LONG,75.65,181.97,15012.525,-1246.51,-8.30,0,0.00,-1606.81,-10.70,47658.09,47.66
2242,Entry long,2023-03-10 02:30,BUY,82.5,181.97,15012.525,-1246.51,-8.30,0,0.00,-1606.81,-10.70,47658.09,47.66
2243,Exit long,2023-03-10 11:30,EXIT_LONG,75.65,183.51,14987.2617,-1104.74,-7.37,20.18,0.13,-1468.09,-9.80,46553.35,46.55
2243,Entry long,2023-03-10 02:45,BUY,81.67,183.51,14987.2617,-1104.74,-7.37,20.18,0.13,-1468.09,-9.80,46553.35,46.55
2244,Exit long,2023-03-10 21:00,EXIT_LONG,70.49,197.58,14658.4602,-731.05,-4.99,130.4,0.89,-1228.96,-8.38,45822.3,45.82
2244,Entry long,2023-03-10 13:15,BUY,74.19,197.58,14658.4602,-731.05,-4.99,130.4,0.89,-1228.96,-8.38,45822.3,45.82
2245,Exit long,2023-03-10 21:00,EXIT_LONG,70.49,197.6,14659.944,-731.13,-4.99,19.76,0.13,-1229.08,-8.38,45091.17,45.09
2245,Entry long,2023-03-10 14:15,BUY,74.19,197.6,14659.944,-731.13,-4.99,19.76,0.13,-1229.08,-8.38,45091.17,45.09
2246,Exit long,2023-03-10 21:00,EXIT_LONG,70.49,197.59,14655.2503,-727.14,-4.96,23.71,0.16,-1225.07,-8.36,44364.04,44.36
2246,Entry long,2023-03-10 14:30,BUY,74.17,197.59,14655.2503,-727.14,-4.96,23.71,0.16,-1225.07,-8.36,44364.04,44.36
2247,Exit long,2023-03-11 18:30,EXIT_LONG,68.19,203.9,14370.872,-468.92,-3.25,75.76,0.52,-1122.13,-7.78,43895.11,43.90
2247,Entry long,2023-03-11 15:00,BUY,70.48,203.9,14370.872,-468.92,-3.25,75.76,0.52,-1122.13,-7.78,43895.11,43.90
2248,Exit long,2023-03-11 18:30,EXIT_LONG,68.19,205.03,14366.4521,-387.1,-2.68,22.65,0.16,-1043.93,-7.24,43508.02,43.51
2248,Entry long,2023-03-11 15:15,BUY,70.07,205.03,14366.4521,-387.1,-2.68,22.65,0.16,-1043.93,-7.24,43508.02,43.51
2249,Exit long,2023-03-11 18:30,EXIT_LONG,68.19,206.42,14342.0616,-267.42,-1.86,29.02,0.20,-928.7,-6.45,43240.6,43.24
2249,Entry long,2023-03-11 15:30,BUY,69.48,206.42,14342.0616,-267.42,-1.86,29.02,0.20,-928.7,-6.45,43240.6,43.24
2250,Exit long,2023-03-12 21:30,EXIT_LONG,68.45,209.93,14212.261,158.66,1.11,245.39,1.71,-65.58,-0.46,43399.26,43.40
2250,Entry long,2023-03-12 20:15,BUY,67.7,209.93,14212.261,158.66,1.11,245.39,1.71,-65.58,-0.46,43399.26,43.40
2251,Exit long,2023-03-13 21:15,EXIT_LONG,76.1,188.33,14232.0981,100.6,0.70,130.96,0.91,-297.99,-2.08,43499.85,43.50
2251,Entry long,2023-03-13 17:30,BUY,75.57,188.33,14232.0981,100.6,0.70,130.96,0.91,-297.99,-2.08,43499.85,43.50
2252,Exit long,2023-03-13 21:15,EXIT_LONG,76.1,189.86,14212.9196,237.27,1.66,267.88,1.87,-49.75,-0.35,43737.12,43.74
2252,Entry long,2023-03-13 17:45,BUY,74.86,189.86,14212.9196,237.27,1.66,267.88,1.87,-49.75,-0.35,43737.12,43.74
2253,Exit long,2023-03-13 21:15,EXIT_LONG,76.1,189.54,14219.2908,206.3,1.44,236.87,1.65,-80.23,-0.56,43943.43,43.94
2253,Entry long,2023-03-13 18:00,BUY,75.02,189.54,14219.2908,206.3,1.44,236.87,1.65,-80.23,-0.56,43943.43,43.94
2254,Exit long,2023-03-15 07:30,EXIT_LONG,84.12,174.26,14327.6572,332.58,2.31,336.08,2.34,-211.8,-1.47,44276,44.28
2254,Entry long,2023-03-15 05:15,BUY,82.22,174.26,14327.6572,332.58,2.31,336.08,2.34,-211.8,-1.47,44276,44.28
2255,Exit long,2023-03-15 07:30,EXIT_LONG,84.12,174.47,14325.7317,352.26,2.45,355.76,2.47,-28.04,-0.19,44628.27,44.63
2255,Entry long,2023-03-15 05:30,BUY,82.11,174.47,14325.7317,352.26,2.45,355.76,2.47,-28.04,-0.19,44628.27,44.63
2256,Exit long,2023-03-15 21:00,EXIT_LONG,82.09,174.79,14406.1918,-57.89,-0.40,119.29,0.83,-389.46,-2.69,44570.37,44.57
2256,Entry long,2023-03-15 18:00,BUY,82.42,174.79,14406.1918,-57.89,-0.40,119.29,0.83,-389.46,-2.69,44570.37,44.57
2257,Exit long,2023-03-15 21:00,EXIT_LONG,82.09,174.66,14409.45,-71.87,-0.50,105.18,0.73,-403.19,-2.79,44498.5,44.50
2257,Entry long,2023-03-15 18:15,BUY,82.5,174.66,14409.45,-71.87,-0.50,105.18,0.73,-403.19,-2.79,44498.5,44.50
2258,Exit long,2023-03-15 21:00,EXIT_LONG,82.09,175.43,14395.7858,5.28,0.04,183.12,1.27,-327.5,-2.27,44503.78,44.50
2258,Entry long,2023-03-15 18:30,BUY,82.06,175.43,14395.7858,5.28,0.04,183.12,1.27,-327.5,-2.27,44503.78,44.50
2259,Exit long,2023-03-16 05:45,EXIT_LONG,76.25,180.85,14402.894,-615.33,-4.26,205.11,1.42,-842.22,-5.83,43888.45,43.89
2259,Entry long,2023-03-15 22:45,BUY,79.64,180.85,14402.894,-615.33,-4.26,205.11,1.42,-842.22,-5.83,43888.45,43.89
2260,Exit long,2023-03-16 05:45,EXIT_LONG,76.25,183.31,14378.8364,-402.92,-2.79,91.99,0.64,-632.9,-4.39,43485.53,43.49
2260,Entry long,2023-03-15 23:45,BUY,78.44,183.31,14378.8364,-402.92,-2.79,91.99,0.64,-632.9,-4.39,43485.53,43.49
2261,Exit long,2023-03-16 05:45,EXIT_LONG,76.25,183.91,14361.5319,-339.64,-2.36,33.23,0.23,-570.37,-3.96,43145.89,43.15
2261,Entry long,2023-03-16 00:00,BUY,78.09,183.91,14361.5319,-339.64,-2.36,33.23,0.23,-570.37,-3.96,43145.89,43.15
2262,Exit long,2023-03-18 02:45,EXIT_LONG,81.94,176.26,14285.873,157.2,1.10,254.35,1.78,-1.77,-0.01,43303.09,43.30
2262,Entry long,2023-03-17 22:45,BUY,81.05,176.26,14285.873,157.2,1.10,254.35,1.78,-1.77,-0.01,43303.09,43.30
2263,Exit long,2023-03-19 02:45,EXIT_LONG,84.95,171.8,14297.196,297.89,2.08,320.27,2.24,-230.73,-1.61,43600.98,43.60
2263,Entry long,2023-03-18 23:45,BUY,83.22,171.8,14297.196,297.89,2.08,320.27,2.24,-230.73,-1.61,43600.98,43.60
2264,Exit long,2023-03-19 02:45,EXIT_LONG,84.95,170.39,14312.76,162.24,1.13,184.44,1.29,-362.04,-2.52,43763.22,43.76
2264,Entry long,2023-03-19 00:00,BUY,84,170.39,14312.76,162.24,1.13,184.44,1.29,-362.04,-2.52,43763.22,43.76
2265,Exit long,2023-03-19 02:45,EXIT_LONG,84.95,170.76,14304.5652,201.95,1.41,224.2,1.56,-323.47,-2.26,43965.17,43.97
2265,Entry long,2023-03-19 00:30,BUY,83.77,170.76,14304.5652,201.95,1.41,224.2,1.56,-323.47,-2.26,43965.17,43.97
2266,Exit long,2023-03-19 08:45,EXIT_LONG,84.38,174,14361.96,321.08,2.23,338.53,2.35,-43.6,-0.30,44286.24,44.29
2266,Entry long,2023-03-19 07:30,BUY,82.54,174,14361.96,321.08,2.23,338.53,2.35,-43.6,-0.30,44286.24,44.29
2267,Exit long,2023-03-19 08:45,EXIT_LONG,84.38,174.32,14360.4816,349.64,2.43,367.12,2.55,-15.72,-0.11,44635.88,44.64
2267,Entry long,2023-03-19 07:45,BUY,82.38,174.32,14360.4816,349.64,2.43,367.12,2.55,-15.72,-0.11,44635.88,44.64
2268,Exit long,2023-03-19 17:45,EXIT_LONG,83.09,174.11,14421.5313,45.4,0.31,80.32,0.56,-125.72,-0.87,44681.28,44.68
2268,Entry long,2023-03-19 14:45,BUY,82.83,174.11,14421.5313,45.4,0.31,80.32,0.56,-125.72,-0.87,44681.28,44.68
2269,Exit long,2023-03-19 17:45,EXIT_LONG,83.09,174.3,14419.839,62.93,0.44,97.89,0.68,-108.38,-0.75,44744.21,44.74
2269,Entry long,2023-03-19 15:00,BUY,82.73,174.3,14419.839,62.93,0.44,97.89,0.68,-108.38,-0.75,44744.21,44.74
2270,Exit long,2023-03-19 17:45,EXIT_LONG,83.09,174.57,14415.9906,89.29,0.62,124.3,0.86,-22.76,-0.16,44833.49,44.83
2270,Entry long,2023-03-19 15:15,BUY,82.58,174.57,14415.9906,89.29,0.62,124.3,0.86,-22.76,-0.16,44833.49,44.83
2271,Exit long,2023-03-20 10:15,EXIT_LONG,83.99,173.76,14439.456,155.11,1.07,160.34,1.11,-130.71,-0.90,44988.6,44.99
2271,Entry long,2023-03-20 08:45,BUY,83.1,173.76,14439.456,155.11,1.07,160.34,1.11,-130.71,-0.90,44988.6,44.99
2272,Exit long,2023-03-20 10:15,EXIT_LONG,83.99,174.52,14432.804,225.8,1.56,231.06,1.60,-61.26,-0.42,45214.4,45.21
2272,Entry long,2023-03-20 09:00,BUY,82.7,174.52,14432.804,225.8,1.56,231.06,1.60,-61.26,-0.42,45214.4,45.21
2273,Exit long,2023-03-20 15:15,EXIT_LONG,82.36,175.89,14481.0237,5.29,0.04,137.6,0.95,-322.84,-2.22,45219.7,45.22
2273,Entry long,2023-03-20 10:45,BUY,82.33,175.89,14481.0237,5.29,0.04,137.6,0.95,-322.84,-2.22,45219.7,45.22
2274,Exit long,2023-03-20 15:15,EXIT_LONG,82.36,176.76,14469.5736,88.64,0.61,127.65,0.88,-241.11,-1.66,45308.34,45.31
2274,Entry long,2023-03-20 11:30,BUY,81.86,176.76,14469.5736,88.64,0.61,127.65,0.88,-241.11,-1.66,45308.34,45.31
2275,Exit long,2023-03-20 15:15,EXIT_LONG,82.36,177.79,14448.9933,194.37,1.34,233.6,1.61,-137.31,-0.95,45502.71,45.50
2275,Entry long,2023-03-20 11:45,BUY,81.27,177.79,14448.9933,194.37,1.34,233.6,1.61,-137.31,-0.95,45502.71,45.50
2276,Exit long,2023-03-21 05:15,EXIT_LONG,80.77,180.34,14506.5496,59.69,0.41,99.48,0.68,-340.05,-2.34,45562.4,45.56
2276,Entry long,2023-03-21 01:00,BUY,80.44,180.34,14506.5496,59.69,0.41,99.48,0.68,-340.05,-2.34,45562.4,45.56
2277,Exit long,2023-03-21 05:15,EXIT_LONG,80.77,181.7,14494.209,182.24,1.25,204.11,1.40,-220.51,-1.52,45744.65,45.74
2277,Entry long,2023-03-21 02:00,BUY,79.77,181.7,14494.209,182.24,1.25,204.11,1.40,-220.51,-1.52,45744.65,45.74
2278,Exit long,2023-03-21 05:15,EXIT_LONG,80.77,181.25,14503.625,136.34,0.94,158.16,1.09,-265.42,-1.82,45880.99,45.88
2278,Entry long,2023-03-21 02:15,BUY,80.02,181.25,14503.625,136.34,0.94,158.16,1.09,-265.42,-1.82,45880.99,45.88
2279,Exit long,2023-03-21 08:45,EXIT_LONG,79.2,184.22,14540.4846,49.92,0.34,62.87,0.43,-223.57,-1.53,45930.91,45.93
2279,Entry long,2023-03-21 07:30,BUY,78.93,184.22,14540.4846,49.92,0.34,62.87,0.43,-223.57,-1.53,45930.91,45.93
2280,Exit long,2023-03-21 08:45,EXIT_LONG,79.2,186.24,14528.5824,222.45,1.53,235.53,1.62,-54.17,-0.37,46153.36,46.15
2280,Entry long,2023-03-21 07:45,BUY,78.01,186.24,14528.5824,222.45,1.53,235.53,1.62,-54.17,-0.37,46153.36,46.15
2281,Exit long,2023-03-21 16:45,EXIT_LONG,78.19,189.15,14562.6585,227.82,1.56,237.31,1.62,-13.29,-0.09,46381.18,46.38
2281,Entry long,2023-03-21 15:15,BUY,76.99,189.15,14562.6585,227.82,1.56,237.31,1.62,-13.29,-0.09,46381.18,46.38
2282,Exit long,2023-03-22 19:15,EXIT_LONG,80.91,181.39,14594.6394,81.87,0.56,109.17,0.75,-123.72,-0.85,46463.06,46.46
2282,Entry long,2023-03-22 17:15,BUY,80.46,181.39,14594.6394,81.87,0.56,109.17,0.75,-123.72,-0.85,46463.06,46.46
2283,Exit long,2023-03-22 19:15,EXIT_LONG,80.91,181.86,14588.8092,125.87,0.86,153.23,1.05,-10.94,-0.07,46588.92,46.59
2283,Entry long,2023-03-22 18:00,BUY,80.22,181.86,14588.8092,125.87,0.86,153.23,1.05,-10.94,-0.07,46588.92,46.59
2284,Exit long,2023-03-25 00:30,EXIT_LONG,91.99,158.43,14627.8419,-53.97,-0.37,126.99,0.87,-385.74,-2.63,46534.95,46.53
2284,Entry long,2023-03-24 17:15,BUY,92.33,158.43,14627.8419,-53.97,-0.37,126.99,0.87,-385.74,-2.63,46534.95,46.53
2285,Exit long,2023-03-25 00:30,EXIT_LONG,91.99,159.74,14616.21,78.43,0.54,164.85,1.13,-256.08,-1.75,46613.38,46.61
2285,Entry long,2023-03-24 18:00,BUY,91.5,159.74,14616.21,78.43,0.54,164.85,1.13,-256.08,-1.75,46613.38,46.61
2286,Exit long,2023-03-25 00:30,EXIT_LONG,91.99,159.63,14617.3191,67.18,0.46,153.55,1.05,-267.1,-1.82,46680.55,46.68
2286,Entry long,2023-03-24 18:15,BUY,91.57,159.63,14617.3191,67.18,0.46,153.55,1.05,-267.1,-1.82,46680.55,46.68
2287,Exit long,2023-03-25 18:00,EXIT_LONG,92.37,160.5,14648.835,176.77,1.21,197.67,1.35,-6.43,-0.04,46857.33,46.86
2287,Entry long,2023-03-25 17:15,BUY,91.27,160.5,14648.835,176.77,1.21,197.67,1.35,-6.43,-0.04,46857.33,46.86
2288,Exit long,2023-03-26 06:00,EXIT_LONG,91.16,161.05,14666.8235,14.51,0.10,32.25,0.22,-170.93,-1.16,46871.84,46.87
2288,Entry long,2023-03-26 03:00,BUY,91.07,161.05,14666.8235,14.51,0.10,32.25,0.22,-170.93,-1.16,46871.84,46.87
2289,Exit long,2023-03-26 06:00,EXIT_LONG,91.16,162.45,14654.6145,154.52,1.05,172.42,1.18,-32.53,-0.22,47026.36,47.03
2289,Entry long,2023-03-26 03:15,BUY,90.21,162.45,14654.6145,154.52,1.05,172.42,1.18,-32.53,-0.22,47026.36,47.03
2290,Exit long,2023-03-26 06:00,EXIT_LONG,91.16,162.55,14650.6315,167.64,1.14,185.54,1.26,-19.53,-0.13,47194,47.19
2290,Entry long,2023-03-26 03:30,BUY,90.13,162.55,14650.6315,167.64,1.14,185.54,1.26,-19.53,-0.13,47194,47.19
2291,Exit long,2023-03-27 16:00,EXIT_LONG,91.85,161.01,14703.4332,85.41,0.58,91.85,0.62,-58.01,-0.39,47279.41,47.28
2291,Entry long,2023-03-27 14:00,BUY,91.32,161.01,14703.4332,85.41,0.58,91.85,0.62,-58.01,-0.39,47279.41,47.28
2292,Exit long,2023-03-28 05:15,EXIT_LONG,89.24,164.67,14711.6178,-16.48,-0.11,166.46,1.13,-276.88,-1.88,47262.93,47.26
2292,Entry long,2023-03-27 23:00,BUY,89.34,164.67,14711.6178,-16.48,-0.11,166.46,1.13,-276.88,-1.88,47262.93,47.26
2293,Exit long,2023-03-28 05:15,EXIT_LONG,89.24,166.28,14697.4892,141.46,0.96,326.19,2.22,-103.18,-0.70,47404.39,47.40
2293,Entry long,2023-03-27 23:15,BUY,88.39,166.28,14697.4892,141.46,0.96,326.19,2.22,-103.18,-0.70,47404.39,47.40
2294,Exit long,2023-03-28 09:45,EXIT_LONG,88.43,169.32,14734.2264,238.86,1.62,310.01,2.10,-3.39,-0.02,47643.25,47.64
2294,Entry long,2023-03-28 09:15,BUY,87.02,169.32,14734.2264,238.86,1.62,310.01,2.10,-3.39,-0.02,47643.25,47.64
2295,Exit long,2023-03-28 19:30,EXIT_LONG,86.75,171.63,14763.6126,125.35,0.85,168.28,1.14,-70.4,-0.48,47768.6,47.77
2295,Entry long,2023-03-28 18:45,BUY,86.02,171.63,14763.6126,125.35,0.85,168.28,1.14,-70.4,-0.48,47768.6,47.77
2296,Exit long,2023-03-30 10:30,EXIT_LONG,91.5,163.48,14768.7832,189.67,1.28,219.1,1.48,-189.67,-1.28,47958.27,47.96
2296,Entry long,2023-03-30 09:00,BUY,90.34,163.48,14768.7832,189.67,1.28,219.1,1.48,-189.67,-1.28,47958.27,47.96
2297,Exit long,2023-03-30 10:30,EXIT_LONG,91.5,164.78,14760.9924,316.43,2.14,346.1,2.34,-47.79,-0.32,48274.7,48.27
2297,Entry long,2023-03-30 09:15,BUY,89.58,164.78,14760.9924,316.43,2.14,346.1,2.34,-47.79,-0.32,48274.7,48.27
2298,Exit long,2023-03-30 10:30,EXIT_LONG,91.5,164.75,14761.6,313.08,2.12,342.74,2.32,-23.07,-0.16,48587.79,48.59
2298,Entry long,2023-03-30 09:30,BUY,89.6,164.75,14761.6,313.08,2.12,342.74,2.32,-23.07,-0.16,48587.79,48.59
2299,Exit long,2023-03-31 04:30,EXIT_LONG,88.72,167.14,14853.7318,-25.08,-0.17,155.47,1.05,-369.45,-2.49,48562.71,48.56
2299,Entry long,2023-03-30 22:15,BUY,88.87,167.14,14853.7318,-25.08,-0.17,155.47,1.05,-369.45,-2.49,48562.71,48.56
2300,Exit long,2023-03-31 04:30,EXIT_LONG,88.72,167.72,14848.2516,31.87,0.21,46.97,0.32,-313.69,-2.11,48594.58,48.59
2300,Entry long,2023-03-31 01:30,BUY,88.53,167.72,14848.2516,31.87,0.21,46.97,0.32,-313.69,-2.11,48594.58,48.59
2301,Exit long,2023-03-31 04:30,EXIT_LONG,88.72,168.66,14831.9604,131.58,0.89,146.76,0.99,-215.92,-1.46,48726.16,48.73
2301,Entry long,2023-03-31 01:45,BUY,87.94,168.66,14831.9604,131.58,0.89,146.76,0.99,-215.92,-1.46,48726.16,48.73
2302,Exit long,2023-03-31 18:30,EXIT_LONG,88.49,168.13,14871.0985,6.73,0.05,43.72,0.29,-205.14,-1.38,48732.89,48.73
2302,Entry long,2023-03-31 15:15,BUY,88.45,168.13,14871.0985,6.73,0.05,43.72,0.29,-205.14,-1.38,48732.89,48.73
2303,Exit long,2023-03-31 18:30,EXIT_LONG,88.49,168.45,14864.028,42.12,0.28,42.12,0.28,-170.15,-1.14,48775,48.78
2303,Entry long,2023-03-31 15:30,BUY,88.24,168.45,14864.028,42.12,0.28,42.12,0.28,-170.15,-1.14,48775,48.78
2304,Exit long,2023-03-31 18:30,EXIT_LONG,88.49,168.99,14857.6008,96.33,0.65,96.33,0.65,-54.08,-0.36,48871.34,48.87
2304,Entry long,2023-03-31 15:45,BUY,87.92,168.99,14857.6008,96.33,0.65,96.33,0.65,-54.08,-0.36,48871.34,48.87
2305,Exit long,2023-04-02 04:45,EXIT_LONG,92.6,161.79,14881.4442,100.35,0.67,137.57,0.92,-11.33,-0.08,48971.68,48.97
2305,Entry long,2023-04-02 01:00,BUY,91.98,161.79,14881.4442,100.35,0.67,137.57,0.92,-11.33,-0.08,48971.68,48.97
2306,Exit long,2023-04-03 06:45,EXIT_LONG,91.77,162.51,14890.7913,22.76,0.15,251.99,1.69,-206.47,-1.39,48994.44,48.99
2306,Entry long,2023-04-02 23:30,BUY,91.63,162.51,14890.7913,22.76,0.15,251.99,1.69,-206.47,-1.39,48994.44,48.99
2307,Exit long,2023-04-03 06:45,EXIT_LONG,91.77,163.68,14876.8752,144.1,0.97,171.93,1.16,-50.76,-0.34,49138.54,49.14
2307,Entry long,2023-04-03 03:45,BUY,90.89,163.68,14876.8752,144.1,0.97,171.93,1.16,-50.76,-0.34,49138.54,49.14
2308,Exit long,2023-04-03 06:45,EXIT_LONG,91.77,163.7,14877.056,145.75,0.98,173.59,1.17,-49.13,-0.33,49284.29,49.28
2308,Entry long,2023-04-03 04:00,BUY,90.88,163.7,14877.056,145.75,0.98,173.59,1.17,-49.13,-0.33,49284.29,49.28
2309,Exit long,2023-04-06 03:30,EXIT_LONG,92.68,161.49,14923.2909,43.62,0.29,64.62,0.43,-210.03,-1.41,49327.91,49.33
2309,Entry long,2023-04-05 22:15,BUY,92.41,161.49,14923.2909,43.62,0.29,64.62,0.43,-210.03,-1.41,49327.91,49.33
2310,Exit long,2023-04-06 03:30,EXIT_LONG,92.68,161.6,14918.912,58.2,0.39,75.98,0.51,-195.62,-1.31,49386.11,49.39
2310,Entry long,2023-04-05 22:30,BUY,92.32,161.6,14918.912,58.2,0.39,75.98,0.51,-195.62,-1.31,49386.11,49.39
2311,Exit long,2023-04-06 03:30,EXIT_LONG,92.68,161.54,14919.8344,51.72,0.35,69.49,0.47,-202.01,-1.35,49437.83,49.44
2311,Entry long,2023-04-05 22:45,BUY,92.36,161.54,14919.8344,51.72,0.35,69.49,0.47,-202.01,-1.35,49437.83,49.44
2312,Exit long,2023-04-06 10:15,EXIT_LONG,92.45,163.12,14945.0544,135.42,0.91,141.95,0.95,-73.42,-0.49,49573.25,49.57
2312,Entry long,2023-04-06 09:30,BUY,91.62,163.12,14945.0544,135.42,0.91,141.95,0.95,-73.42,-0.49,49573.25,49.57
2313,Exit long,2023-04-06 20:30,EXIT_LONG,91.26,163.25,14955.3325,-57.15,-0.38,11.43,0.08,-292.29,-1.95,49516.1,49.52
2313,Entry long,2023-04-06 15:30,BUY,91.61,163.25,14955.3325,-57.15,-0.38,11.43,0.08,-292.29,-1.95,49516.1,49.52
2314,Exit long,2023-04-06 20:30,EXIT_LONG,91.26,163.53,14948.2773,-24.54,-0.16,24.54,0.16,-260.08,-1.74,49491.57,49.49
2314,Entry long,2023-04-06 15:45,BUY,91.41,163.53,14948.2773,-24.54,-0.16,24.54,0.16,-260.08,-1.74,49491.57,49.49
2315,Exit long,2023-04-06 20:30,EXIT_LONG,91.26,164.18,14933.8128,49.27,0.33,98.53,0.66,-187.21,-1.25,49540.83,49.54
2315,Entry long,2023-04-06 16:00,BUY,90.96,164.18,14933.8128,49.27,0.33,98.53,0.66,-187.21,-1.25,49540.83,49.54
2316,Exit long,2023-04-07 18:30,EXIT_LONG,90.26,166.7,14946.322,100.07,0.67,118.41,0.79,-105.07,-0.70,49640.9,49.64
2316,Entry long,2023-04-07 15:45,BUY,89.66,166.7,14946.322,100.07,0.67,118.41,0.79,-105.07,-0.70,49640.9,49.64
2317,Exit long,2023-04-07 18:30,EXIT_LONG,90.26,166.75,14945.8025,105.1,0.70,123.46,0.83,-50.05,-0.33,49746,49.75
2317,Entry long,2023-04-07 16:00,BUY,89.63,166.75,14945.8025,105.1,0.70,123.46,0.83,-50.05,-0.33,49746,49.75
