time,close,trend,rv20,hurst,causal_state,causal_label,causal_conf,fullsample_state
1780045200,73744.96,-0.0001324656195443294,0.002956426879139502,0.6031025385902367,1,Bear/Normal (trending),0.9988484813703611,2
1780048800,73634.64,-7.476974832284727e-05,0.00298923611683833,0.6073877353630288,1,Bear/Normal (trending),0.9989202832887407,2
1780052400,73487.98,-2.1134704180829134e-05,0.0030100994122435553,0.6236961382153011,1,Bear/Normal (trending),0.9993121695958839,2
1780056000,73295.73,3.2180699349169145e-05,0.0026438098299191174,0.6415673148147565,1,Bear/Normal (trending),0.9995683388871222,2
1780059600,73135.7,6.561667548025814e-05,0.002653028064689015,0.6369263915071781,1,Bear/Normal (trending),0.9995154860226656,2
1780063200,73096.85,9.720477605208671e-05,0.0026257971598150657,0.6146447295060269,1,Bear/Normal (trending),0.9991132531494226,2
1780066800,73808.26,0.00010867150328235025,0.0033732351695403835,0.6165072203874407,1,Bear/Normal (trending),0.9985494992307472,2
1780070400,74056.5,0.00012896530937486124,0.00341824235175361,0.5844280229173465,1,Bear/Normal (trending),0.9939964665926655,2
1780074000,73980.94,0.00012983357309612103,0.0033600934475203383,0.5807503005005519,1,Bear/Normal (trending),0.9909319720657688,2
1780077600,73374.52,0.00010469504291065188,0.0036957659011630215,0.5957233038243832,1,Bear/Normal (trending),0.9945175041038147,2
1780081200,73520.28,0.00010578343552592229,0.0036930217013094978,0.6132137339746875,1,Bear/Normal (trending),0.9974295436462874,2
1780084800,73673.61,0.0001050285010986811,0.0037115736664853098,0.6097058913707032,1,Bear/Normal (trending),0.9973460535157889,2
1780088400,73409.27,0.00010140037022200561,0.00377868930281195,0.6161644934134057,1,Bear/Normal (trending),0.9975871152480179,2
1780092000,73483.52,9.315735343829811e-05,0.0036106256974423427,0.5970109921524213,1,Bear/Normal (trending),0.9963994806738985,2
1780095600,73460.78,9.020460500828679e-05,0.0036061904823274076,0.5943971929245402,1,Bear/Normal (trending),0.9958073399647105,2
1780099200,73498.8,9.046534026533691e-05,0.0035518816518974486,0.6000010771365923,1,Bear/Normal (trending),0.9967683483505381,2
1780102800,73657.9,6.83082390543502e-05,0.003532539363562217,0.6053643414492347,1,Bear/Normal (trending),0.9976363075092536,2
1780106400,73786.69,5.262222522544099e-05,0.003546568433568104,0.6028690693158979,1,Bear/Normal (trending),0.9975528662633883,2
1780110000,73524.01,1.1699047361002233e-05,0.003550072616403511,0.5984019220532707,1,Bear/Normal (trending),0.9973133547690329,2
1780113600,73402.84,-5.77259111125243e-06,0.003544599918921297,0.6073457128720453,1,Bear/Normal (trending),0.9981595217553425,2
1780117200,73604.99,-3.311128399251505e-06,0.0035919491529939457,0.6003115743912704,1,Bear/Normal (trending),0.99757281381468,2
1780120800,73584.99,4.0802065236666805e-06,0.003577195163602082,0.5899511898821598,1,Bear/Normal (trending),0.9960313424249242,2
1780124400,73548.6,-5.63484561820293e-06,0.00354956429548041,0.5987805396739305,1,Bear/Normal (trending),0.9972887867772339,2
1780128000,73530.07,-6.5383033738687585e-06,0.003495221939685635,0.586936510473076,1,Bear/Normal (trending),0.995620589118145,2
1780131600,73615.46,1.331915192128946e-05,0.003456926450950388,0.5862603435410612,1,Bear/Normal (trending),0.994936588213481,2
1780135200,73655.85,1.3536291102840743e-05,0.0034512441977523523,0.5960139528562374,1,Bear/Normal (trending),0.9968339557547423,2
1780138800,73602.02,1.968825363889971e-05,0.002670985282903555,0.6078540567368013,1,Bear/Normal (trending),0.9988112585935326,2
1780142400,73698.18,3.811580743331389e-05,0.0025669468393554524,0.609446752621387,1,Bear/Normal (trending),0.9989889129332882,2
1780146000,73829.31,5.617737290971209e-05,0.002598370045303231,0.6052538095558955,1,Bear/Normal (trending),0.9987483453525206,2
1780149600,73929.11,5.61406538159138e-05,0.0017731024533569964,0.5913298856374714,1,Bear/Normal (trending),0.9975413987427864,2
1780153200,73930.14,5.871533166084546e-05,0.0017333478783031666,0.5945670373860032,1,Bear/Normal (trending),0.9977399366619892,2
1780156800,73934.99,7.267247361551932e-05,0.0016806550343422086,0.5889439945841698,1,Bear/Normal (trending),0.9968168540454312,2
1780160400,74020.07,0.00010298333920562455,0.0014375472518645379,0.5960253232488542,1,Bear/Normal (trending),0.9977390554971233,2
1780164000,74043.38,0.00013882758776360526,0.0014307521689616459,0.5995032572743935,1,Bear/Normal (trending),0.9982508383669965,2
1780167600,74016.65,0.00015566352174399274,0.0014321049317869707,0.5989211164226887,1,Bear/Normal (trending),0.9982536888641242,2
